sample_id,true_label,true_class_name,predicted_label,predicted_class_name,confidence,error_type,text_sample
3668,2060,Décoration,1920,Linge de maison,0.8075088505029172,high_confidence,1 Pcs Pure Color Silk Porte Fenêtre Rideau Drapé Panneau De Cantonnières Écharpe Sheer La2679 1 PCS couleur pure soie Porte fenêtre rideau Drapé Voilage écharpe cantonnières Feature: 100% qualité de l...
3671,1280,Jouets enfant,1281,Jeux enfant,0.5087594158517583,high_confidence,Sheriff Callie Matching Game Its the classic game of picture matching featuring your favorite characters from Sheriff Callie Flip over brightly colored tiles and find rootin tootin cute pictures of Sh...
3688,10,Livres occasion,2705,Livres neufs,0.4162499190850021,low_confidence,Le Nettoyage Ethnique De La Palestine 
3689,1280,Jouets enfant,1281,Jeux enfant,0.8045674731219455,high_confidence,Montessori Mini 3d Puzzle Enfants Éducation Drôle Jouet En Bois Coloré Puzzle Cadeau Montessori Mini 3D Puzzle Enfants éducation drôle Jouet en bois coloré Caractéristiques cadeau Jigsaw: 100% tout ne...
3695,60,Consoles de jeux,2462,Console et Jeux vidéos occasion,0.7048513850240272,high_confidence,Pack Console Playstation 2 (Ps2) - Le Seigneur Des Anneaux : Les Deux Tours 
3700,2220,Animalerie,1560,Mobilier,0.8015964566265413,high_confidence,Chatiere Pour Chat Chien Taille L (23.5 * 25.2 * 5.5cm) Caractéristiques:<br />100% neuf et haute qualité.<br />Un matériau léger peu encombrant peut être utilisé à long terme.<br />Design classique t...
3706,2403,Lots livres et magazines,40,Jeux consoles neuf,0.48244196578802,low_confidence,Terry Et Les Pirates T1à3 
3712,1280,Jouets enfant,1300,Modélisme,0.6540768980539895,high_confidence,Hélicoptère Guerrier Drone Quadcopter 2.4ghz 4ch 4 Axis Hd 30w Wifi Seulement besoin d&#39;appuyer sur une touche le drone reviendra automatically.Easy maison à operate.2.4GHz Remote Control &amp; gt;...
3714,50,Accessoires gaming,1302,Jeux et accessoires de plein air,0.5370154401895348,high_confidence,Lunettes De Protection Anti Lumière Bleue Les lunettes de protection anti lumière bleue vous permettront de regarder vos films et émissions préférées de lire ou jouer sur vos tablettes ou téléphones m...
3726,1280,Jouets enfant,1140,Objets pop culture,0.677288425635002,high_confidence,Porte-Cle Peluche Dragon Ball - Boule De Cristal 
3734,1320,Puériculture,1280,Jouets enfant,0.8763733264754799,high_confidence,Magideal Interactif Poulet Électrique En Peluche Jouet Pour Bébé Bière Drunken Chant \U0026 Cri Criant Animal Danse Poupées Musicales <p><b>La description:</b></p><br /><p> Jouet de poulet hurlant éle...
3735,1281,Jeux enfant,1320,Puériculture,0.2989088677498905,low_confidence,Set Indien Apache Arc Fleche Ventouse Couteau Jouet <p>set apache<br /><br />comprend <br />un arc <br />dimension 45 cm<br />3 flèches a embout ventouse <br />un couteau<br />marque forest toys<br />...
3739,1302,Jeux et accessoires de plein air,2582,Mobilier et accessoires de jardin,0.7868220596685537,high_confidence,Solid Abri De Jardin Laval Bois Imprégné 374 M² L&#39;abri de jardin &#34;Laval&#34; de Solid est fabriqué à partir de bois de sapin certifié et imprégné provenant d&#39;Europe du Nord. Il est est liv...
3742,2220,Animalerie,2060,Décoration,0.7646052185112697,high_confidence,Nid D'oiseaux Pour Oeufs Oiseaux Déco Rural Pour Jardin Maison Objets De Décoration Magideal <p><b>La description:</b></p><br /><p> Nid de volière d&#39;oiseau en paille fait à la main de forme créati...
3746,1281,Jeux enfant,40,Jeux consoles neuf,0.22641804151834227,low_confidence,La Rose Des Saints - 1982 <br>Par Monsieur l'Abbé Lambadarios<br>Illustrateur(s) : Clotilde Devilliers<br>Editeur :  Les saints dans nos loisirs<br>Distributeur :  grima patrice
3750,2582,Mobilier et accessoires de jardin,2060,Décoration,0.7909784468049377,high_confidence,Les Agriculteurs Villa Solaire Son Et Lumières D'alarme Lumière Everlasting Puissance 6 Flash Led Les agriculteurs Villa solaire Son et Lumières d&#39;alarme Lumière Everlasting Power LED Flash 6 Desc...
3751,1560,Mobilier,1320,Puériculture,0.7696538966584234,high_confidence,Air Aroma Essential Aromathérapie Led Huile Diffuseur À Ultrasons Aroma Humidificateur Sweetheart93 Air Aroma Essential LED Diffuseur dhuiles à ultrasons aromathérapie Humidifier Description: 100% Nou...
3754,10,Livres occasion,2280,Journaux et revues occasion,0.8811652506936908,high_confidence,El Cumple De Dani 
3762,1280,Jouets enfant,1300,Modélisme,0.5247706056593814,high_confidence,Pare-Chocs Protecteurs Housse De Protection Hélices Guard Pour Dji 2 Pro Zoom Mavic Pare-chocs Protecteurs Housse de protection Hélices Guard pour DJI Mavic 2 Description Zoom Pro: une excellente prot...
3763,10,Livres occasion,2280,Journaux et revues occasion,0.3035464611407012,low_confidence,La Crise Du Pcf. Coll. Combats 
3774,1560,Mobilier,2522,Fournitures papeterie,0.5996049843844174,high_confidence,20c Pratique Épaissie Dossiers (Violet) À Bouton-Pressionn Sac De Document Caractéristiques:<br />Matériel: polypropylène<br />Dimension: 333 x 230mm / 131 x 905 pouces<br />Couleur violet<br />Emball...
3788,2582,Mobilier et accessoires de jardin,2060,Décoration,0.8925227463631579,high_confidence,Lampe Led Haut-Parleur Bluetooth Pe 22 X 22 X 30 Cm <p>Caractéristiques<br />• Lampe LED / haut-parleur / Bluetooth PE<br />• Télécommande inclus<br />• 12 LED RVB et 6 LED blanches<br />• Couleur bla...
3798,2582,Mobilier et accessoires de jardin,1560,Mobilier,0.2951683175301761,low_confidence,Gargouille Manneken Pis Ange 67 Cm - 67 Cm Blanc H 67 Cm Gargouille Manneken Pis grand modèle ange hauteur 67 cm blancDécouvrez une forme moderne du &#34;<strong>Manneken Pis</strong>&#34; <strong>ang...
3805,1140,Objets pop culture,2280,Journaux et revues occasion,0.48819189015348613,low_confidence,36 Indres / Album Soldats Du Feu 1954 
3807,1560,Mobilier,2060,Décoration,0.49642124321401765,low_confidence,Shell Velours Forme Boîte De Bijoux Boucles D'oreilles Bague Bijoux Présentoir-Lovely Shell velours Forme Boîte De Bijoux Boucles d&#39;oreilles Bague Bijoux Écran d&#39;affichage Fonction Case-Lovely...
3815,1280,Jouets enfant,1281,Jeux enfant,0.860524863360495,high_confidence,Enfants Bricolage Peinture Couleur Bois Oeuf Jouet Aux Oeufs De Pâques Education Jouets Cadeau Yxp70304641gn Enfants de peinture de bricolage en bois couleur Egg Toy Easter Egg Education Jouets Featur...
3823,2060,Décoration,1920,Linge de maison,0.9705814763617254,high_confidence,Peluche Douce Oreiller En Peluche Doux Coussin De Donut Coussin Foods Housse G Jouets Germenly Soft Pad en peluche Coussin en peluche Seat doux Donut Coussin Foods Housse Jouets G Caractéristiques: Co...
3824,1280,Jouets enfant,1300,Modélisme,0.8190984608043507,high_confidence,Pour Idea 10 Yg-19g Haute Capacité Rc Quadcopter Lipo 3.7v 1800mah @Doauhao3520 Pour IDEA 10 YG-19G haute capacité RC Quadcopter Lipo 3.7V 1800mAh Feature: Facile à brancher et prendre o-ut. De haute ...
3825,1180,Jeux de rôle et figurines,1280,Jouets enfant,0.5038001658983041,high_confidence,Figurine Villageois - Voyageur Encapuchonné Avec Bâton Et Levant Le Bras Droit - Pour Jeux De Rôles 
3831,1140,Objets pop culture,1280,Jouets enfant,0.5658791552975194,high_confidence,Lapin Cretin - Lapin Canon 
3840,1281,Jeux enfant,1140,Objets pop culture,0.319411999304528,low_confidence,Lotto Disney Jumbo 1994 
3849,2060,Décoration,1920,Linge de maison,0.9631562764961159,high_confidence,Feuilles Rideau Tulle Fenêtre Traitement Drapé Valance 1 Voile Tissu De Panneau Les feuilles Rideau traitement Tulle fenêtre Drapé Valance 1 Voile Panel Tissu point de vente du produit: filtre la lumi...
3860,50,Accessoires gaming,1300,Modélisme,0.7357100483437777,high_confidence,Neck Strap Hanging Buckle Belt Adapter For Dji Mavic Pro Drone Transmitter Rc495 <b>Features:</b><br>Special designed for DJI Mavic Pro remote controller..<br>With this adapter you can free your hands...
3869,1281,Jeux enfant,1280,Jouets enfant,0.8310290149403169,high_confidence,Coffre-Fort Non Toxique Coul Planète Ronde Slim Boue Mix Diy Jelly Boue Coffre-fort non toxique Couleur planète ronde Slim boue Mix DIY Jelly boue Description: sûre et non toxique - Non Borax est util...
3875,1280,Jouets enfant,1300,Modélisme,0.7242581709795072,high_confidence,2.4ghz 4ch Attitude Tenir 4k Wifi Flux Optique Double Caméra Rc Quadcopter Drone @Fua1997-4692 2.4GHz 4CH Attitude Tenir 4K WIFI flux optique RC double caméra Quadcopter Drone Caractéristiques: Double...
3888,2462,Console et Jeux vidéos occasion,1140,Objets pop culture,0.3685823671138507,low_confidence,Important Lot Gormiti Personnages Elements Accesoires 
3893,1320,Puériculture,1280,Jouets enfant,0.5698279162858519,high_confidence,2x Jouets Électriques De Voie D'escalade De Petits Pingouins En Plastique Électrique Avec Musique Légère Magideal <p><b>La description:</b></p><br /><p> Plastique ABS écologique et bords lisses ne son...
3912,2583,Piscine et accessoires,1280,Jouets enfant,0.322059450827798,low_confidence,2pcs Dé Gonflable Géant Piscine Jouet Jeux de dés Blanc MagiDeal <p><b>La description:</b></p><br /><p> Ces gros dés gonflables sont parfaits pour la piscine et la fête. Ils sont idéaux pour les enfan...
3917,2280,Journaux et revues occasion,2403,Lots livres et magazines,0.5383318614567437,high_confidence,Programme Salon Du Livre  N° 0 : Barral (Philip Et Francis Baker Street.... 
3919,1180,Jeux de rôle et figurines,10,Livres occasion,0.2916527944126378,low_confidence,Modules De Scénarios Tsr Douglas Niles And Tracy Hickman 1985 - Dl11 Dragons Of Glory 
3920,1180,Jeux de rôle et figurines,1280,Jouets enfant,0.3843730052600359,low_confidence,Fortune Teller Miracle Fish Magic Trick (Pack Of 10) Fortune Teller FishFUN FOR THE WHOLE FAMILYTHIS DEAL IS FOR 10 FORTUNE TELLING FISHPlace the fish in the palm of the hand and its movements will in...
3923,1180,Jeux de rôle et figurines,1281,Jeux enfant,0.8102634454616768,high_confidence,"Boîte De Jeu ""Zoo"" "
3926,1940,Épicerie,2280,Journaux et revues occasion,0.2304094093548572,low_confidence,Piment Cheveaux D'ange  - 15 G 
3932,10,Livres occasion,50,Accessoires gaming,0.8605711500849286,high_confidence,Excel 3 Pour Windows 
3933,1920,Linge de maison,1560,Mobilier,0.7660620763780023,high_confidence,Extérieur Jardin Terrasse Maison Cuisine Bureau Canapé Chaise Coussin De Coussin Doux@Hpp1139 Extérieur Jardin Terrasse Maison Cuisine Bureau Canapé Chaise coussin d&#39;assise Soft Pad Description: t...
3940,2280,Journaux et revues occasion,10,Livres occasion,0.22967931460258242,low_confidence,Biba  N° 365 : Geraldine Nakache / Pascal Elbe / Tournee Amalric / Katherine Heigl / 
3948,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.5075595171473594,high_confidence,El Croquis N° 53 
3953,2220,Animalerie,2060,Décoration,0.5496173212912466,high_confidence,Cage De Transport - 72x52x51 Cm 
3962,1280,Jouets enfant,1300,Modélisme,0.5099151650343041,high_confidence,Wifi Fpv 0.3mp Caméra Hd Optique 24 Ghz 6 Axe Rc Quadcopter Selfie Drone Sac à bandoulière portable étanche Boîte de rangement Case Bacpack Pour DJI Tello DroneFeatures: Convient parfaitement pour DJI...
3964,2522,Fournitures papeterie,2585,Outillage de jardin,0.3179145629276818,low_confidence,Loupe A4 De Fresnel Rigide Le pilulier Carrousel  est un distributeur de médicament automatique simple à utiliser qui sera d&#39;une grande aide pour les personnes qui souhaitent conserver un maximum ...
3977,1302,Jeux et accessoires de plein air,1280,Jouets enfant,0.752775174976083,high_confidence,Joyful Extérieur Drôle Créatif Seau Jouet Plage Jouets Set Jouet Sable Pour Childen 8pcs Fll90307672 Joyful extérieur drôle créatif seau Toy plage jouets Set Toy sable pour la fonction de Childen: Cou...
3989,1320,Puériculture,10,Livres occasion,0.3455356866843633,low_confidence,Mordedor Actividades Clopette Playgro 0m+ 
3990,2585,Outillage de jardin,1920,Linge de maison,0.9891166564141604,high_confidence,SOLEIL D'OCRE Brise bise Caleche 70x200 - 100% coton - Imprimé SOLEIL D'OCRE Brise-bise Caleche 70x200 cm Passe tringle - Composition : 100% coton brodé Voilage avec parement et  broderie
3997,1920,Linge de maison,1560,Mobilier,0.42874899297486785,low_confidence,Couvre-Siège De Dossier Antidérapant Pour Sièges De Salle À Manger Magideal <p><b>La description:</b></p><br /><p> Chaque projet de pack est livré avec 1 coussin de dossier et 1 coussin de siège. </p>...
4016,1320,Puériculture,1280,Jouets enfant,0.2824309692230976,low_confidence,Balançoire Pour Bébé Cheval BALANÇOIRE POUR BÉBÉ CHEVAL
4025,1560,Mobilier,2582,Mobilier et accessoires de jardin,0.867959540992966,high_confidence,Tabouret Design En Polypropylène Origami <b><u>Aspect : </u></b><u><br />Matériau principal : Polypropylène<br /><b><u>Dimensions : </u></b></u><u><br />Hauteur (en cm) : 6150<br />Hauteur d&#39;assis...
4027,60,Consoles de jeux,2462,Console et Jeux vidéos occasion,0.7661365340588845,high_confidence,Wii U - Mario And Luigi Premium Pack - Console De Jeux - 32go Flash - Noir - Super Mario Bros. U Super Luigi U 
4030,1280,Jouets enfant,10,Livres occasion,0.32412576628603185,low_confidence,Angry Birds 5 Limited Edition Christmas Plush - Red Bird (No Sound) pNow your favorite Angry Birds characters are available wearing Christmas Holiday Stocking Hats A must for every Angry Birds fan Ang...
4031,10,Livres occasion,2280,Journaux et revues occasion,0.309517922342513,low_confidence,Lire En Maternelle Examen Critique Des Activités Proposées 
4035,1281,Jeux enfant,10,Livres occasion,0.3854961431052479,low_confidence,Le Truc Le + 
4038,10,Livres occasion,2403,Lots livres et magazines,0.47689947013864686,low_confidence,Making Love Le Petit Livre Noir Américain 
4041,40,Jeux consoles neuf,1140,Objets pop culture,0.845799226198298,high_confidence,Ninja Gaiden Figurine Kureha 29 Cm Chaque Beyblade se caractérise par des performances offensives défensives et d'endurance.
4046,1940,Épicerie,2705,Livres neufs,0.5459595617260771,high_confidence,Lomo Ibérique / Filet Sec Ibérique / 3 Enveloppes LOMO IBÉRICO 3 enveloppesFabriqué à partir de porcs engraissés à base de glands de pâturages et d¿aliments pour animaux avec un temps de transformatio...
4047,1280,Jouets enfant,2060,Décoration,0.42293819931854676,low_confidence,Tatouages ??Halloween Maquillage Ensemble Pour Les Femmes Costume Party Visage Glitter Visage Yeux Visage Surplus Tatouages ??Halloween Maquillage Ensemble pour les femmes Costume Party Visage Glitter...
4048,1180,Jeux de rôle et figurines,2403,Lots livres et magazines,0.43887317335205356,low_confidence,Cry Havoc Volume 13 
4070,1160,Cartes de jeux,2280,Journaux et revues occasion,0.17463312644198747,low_confidence,Clockmon - Digimon - Mp-72 
4074,1281,Jeux enfant,1160,Cartes de jeux,0.6877339223844702,high_confidence,Star Wars Destiny : Lot Cartes Communes + Peu Communes (515 Cartes) 
4078,1281,Jeux enfant,1280,Jouets enfant,0.41114792279927,low_confidence,Coul Crème Glacée Belle Mélange Nuage Slime Putty Parfumée Stress Enfants Clay Toy Couleur crème glacée Belle mélange Nuage Slime Putty parfumée Stress Enfants Clay Toy Description: Sûr et non toxique...
4095,60,Consoles de jeux,50,Accessoires gaming,0.7462707280375268,high_confidence,Commutateur/Wii U/Pc Adaptateur N Gc Poignée Interrupteur Gc Tourner Avec Pc Tns-1894 Affichage de couleur:Pas de<br />Taille de l&#39;écran:27 \&#34;&#34;<br />Ecran tactile:Pas de<br />Numéro du mod...
4096,1280,Jouets enfant,1140,Objets pop culture,0.4284802001126888,low_confidence,Radius Glossy Shell Rk-Pu971r Red (Japan Import) 
4113,1160,Cartes de jeux,40,Jeux consoles neuf,0.5479029568747149,high_confidence,Forêt - 5ème Edition (448/449) 
4114,1301,Lingerie enfant et jeu de bar,1280,Jouets enfant,0.6133511971189461,high_confidence,Jeu complet de snooker en 524 mm-Aramith <br>Jeu complet de snooker marque ARAMITH de 22 billes en 524 mm.<br>15 boules rouges - 1 boule blanche - 1 boule noire - 1 boule marron - 1 boule jaune - 1 bo...
4116,2522,Fournitures papeterie,10,Livres occasion,0.2903195707243672,low_confidence,Wedo Balance ¿Lectronique Universelle Optimo Capacit¿ De 
4122,1280,Jouets enfant,10,Livres occasion,0.24590456636115354,low_confidence,Pure Fresh Pelle + Balayette 
4128,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.39401723771138897,low_confidence,La Deuxième Guerre Mondiale 
4136,2403,Lots livres et magazines,10,Livres occasion,0.1961142616840943,low_confidence,Elle Decoration  - 167- Donnez Un Nouvel Espoir A Votre Interieur - 6 Lecons De Style - 100% Design La Hit List Des Meubles A S Offrir  
4142,50,Accessoires gaming,40,Jeux consoles neuf,0.4470376433315029,low_confidence,Singstar Official Wired Microphones <br />Lot de 2 micros SingStar avec adaptateur USB.Compatible Rockband et Guitar Hero.
4143,2583,Piscine et accessoires,1560,Mobilier,0.7430178425558801,high_confidence,Matelas classique recto verso Détendez-vous avec ce matelas très confortable qui peut être utilisé d&#39;un côté comme de l&#39;autre dans votre piscine ou sur les margelles. Longueur : 165 cm - Large...
4156,1920,Linge de maison,2060,Décoration,0.3577737134359375,low_confidence,Creative Accueil Papilzjj Coussin Seat Sofa Cushio Home Décor Zjj7448 Creative Accueil papillon Coussin Seat Sofa Cushio Home Decor Fonction: 100% tout neuf et haute. A coussins de siège de Voyage de ...
4172,2403,Lots livres et magazines,10,Livres occasion,0.32995750652015127,low_confidence,Meurtre En Abondance - Sérigraphie Signée Meynet 
4173,2462,Console et Jeux vidéos occasion,40,Jeux consoles neuf,0.7203879968449484,high_confidence,Devil May Cry 4 Ps3 
4174,1302,Jeux et accessoires de plein air,10,Livres occasion,0.3030457252555296,low_confidence,Joue Du Piano Avec Jojo 
4177,1920,Linge de maison,1560,Mobilier,0.4147802129426247,low_confidence,Tapis De Cuisine Mode Tendance Gourmand Recette Fricassée Champignons 45x75cm Dimension : 45 x 75cm avec épaisseur de 5mm environ.Matière : Polyester molletonné en surface et revêtement pet antidérapa...
4179,1940,Épicerie,1320,Puériculture,0.3988047849517094,low_confidence,Boules Surprise Pat Patrouille X 24 Pieces BOULES SURPRISE PAT PATROUILLE X 24 PIECES
4182,2220,Animalerie,2060,Décoration,0.9089080414441286,high_confidence,S.E. Safelighting 75 Led Type : LED<br />
4183,2403,Lots livres et magazines,10,Livres occasion,0.32544342268237114,low_confidence,Integral De I'm The Only Wolf 
4184,10,Livres occasion,2705,Livres neufs,0.8288351527597435,high_confidence,Récit D'un Hors-La-Loi Dans Les Lois De La Nature 
4188,40,Jeux consoles neuf,10,Livres occasion,0.22844526501455228,low_confidence,Samsung Galaxy Trend S7560 Verre Trempã© 0.33mm 2.5d 
4189,1302,Jeux et accessoires de plein air,1280,Jouets enfant,0.47350446279245634,low_confidence,Bey Blade - 19699 - Jeu De Plein Air - Chambre À Reaction Product Features    Beyblade assembly and storage in one. Stack your components give it a twist and your ready to let it rip The faster you ca...
4196,1280,Jouets enfant,1302,Jeux et accessoires de plein air,0.8378101925932181,high_confidence,Pousse-Pied Voiture Enfant Blanc <p>Cette voiture enfant pousse pied est un jouet réaliste et sécuritaire pour votre enfant.Il y a six chansons qui sont activées par des boutons sur le volant. Il a ég...
4200,1180,Jeux de rôle et figurines,1280,Jouets enfant,0.8493490001959679,high_confidence,Halloween Horror Head Simulation Coiffures De Masque Pour Le Parti Toy Cadeau@Pao4895 Halloween Horror Head Simulation Coiffures Masque pour le Parti Jouet GiftFeatures: matière plastique écologique s...
4210,1280,Jouets enfant,1281,Jeux enfant,0.9316034543397791,high_confidence,Un Nouveau Spin Sur Le Jeu De Catch Flying Disc Toy Jeu Interactif Toy Un nouveau Spin sur le jeu de Catch Flying Disc Interactive Toy Toy Game Description: Mini Toy est &#34;La nouvelle façon de joue...
4211,2060,Décoration,1560,Mobilier,0.3719902307521356,low_confidence,Multi-Function Sucker Mop Dossier Cuisine Salle Mop Cadre Vide Sucker Mop Accessoire Salle De Bain 154 Multi-Function Sucker Mop Dossier Cuisine Salle Mop Cadre vide Sucker Mop Feature: la marque 100%...
4216,2280,Journaux et revues occasion,2403,Lots livres et magazines,0.3897584357281656,low_confidence,2e Guerre Mondiale Thematique 10 
4222,2705,Livres neufs,10,Livres occasion,0.5541985946239898,high_confidence,Les Mystiques Espagnols - Malon De Chaide Jean D'avila Louis De Grenade Louis De Léon Sainte Thérèse Saint Jean-De-La-Croix Et Leur Groupe 
4224,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.7929398558205613,high_confidence,Histoire Du Far West En Bandes Dessinées 
4230,2060,Décoration,1920,Linge de maison,0.9438442482496155,high_confidence,Rideaux Feuille Shimmer Métal Chrome Rideau Pour L'anniversaire De Mariage Parti 2pack 1x3mdapa148 Feuille Rideaux Chrome Shimmer métal Rideau pour fête d&#39;anniversaire de mariage 2Pack 1X3m points...
4236,10,Livres occasion,1140,Objets pop culture,0.6984704419817019,high_confidence,??? 200808 (Zenrin???? ???Star Map) 
4244,1280,Jouets enfant,1281,Jeux enfant,0.6965085787516541,high_confidence,Réincarné Baby Doll Réaliste En Silicone Souple En Vinyle Poupées Nouveau-Né Bébé Poupées De Noël@Hpp2277 Réincarné Baby Doll réaliste en silicone souple en vinyle Poupées Nouveau-né bébé Poupées Noël...
4248,1280,Jouets enfant,1140,Objets pop culture,0.4602123551995336,low_confidence,(Mm/3l/Mr-03/Mr-02asf For) Friction Plates Set Mzw411-2 (Japan Import) 
4252,1560,Mobilier,2060,Décoration,0.2791974227364085,low_confidence,Pouf Ethno Oeil 50x50cm Kare Design Pouf Ethno oeil 50x50cm Kare Design coton polystyrène 50 cm 50 cm 50 cm - Hauteur : 50 cm Largeur : 50 cm Longueur : 50 cm
4265,2060,Décoration,1920,Linge de maison,0.9668989982428443,high_confidence,Douce Housse De Coussin Taie D'oreiller En Peluche Décoration De Voiture Canapé Magideal <p><b>La description:</b></p><br /><p> Fabriqué à partir de matière peluche douce de haute qualité confortable ...
4269,2522,Fournitures papeterie,1280,Jouets enfant,0.46716939211975494,low_confidence,Folia Set De Bricolage Monster Friends Batty Batty
4272,1281,Jeux enfant,1280,Jouets enfant,0.5433029688289558,high_confidence,La Grande Loterie Des Vaches La grande loterie des vaches <br /> <br /> Le premier qui assemble sa vache a gagné. <br /> <br /> Contenu : <br /> - 4 vaches composées chacune d&#39;un corps d&#39;une t...
4283,2582,Mobilier et accessoires de jardin,1560,Mobilier,0.33229073796101805,low_confidence,Pliant En Silicone Seau Extérieur Pliable Baril Pêche Pliable Pail Stockage@Hpp3213 Pliante Bucket silicone extérieur Pliable baril pêche pliable Pail stockage Détails sur le produit: Type d&#39;artic...
4284,2583,Piscine et accessoires,2582,Mobilier et accessoires de jardin,0.692523519665372,high_confidence,Contour de spa en polyrotin noir | Noir Cet élégant contour de spa en polyrotin est un accessoire polyvalent pour votre spa. Il lui donne un look chic et moderne tout en créant un espace plus fonction...
4288,1920,Linge de maison,1560,Mobilier,0.7563103850993057,high_confidence,Diy Two Tone Glitter Paillettes Coussins Housse De Coussin Décoratif DIY Two Tone Glitter Paillettes coussins Coussin décoratif Case Sofa Covers voiture Caractéristiques: Matériel: Paillettes Couleur:...
4297,2403,Lots livres et magazines,10,Livres occasion,0.29828761284982486,low_confidence,Grottes De Han S.A. La Plus Ancienne Société Anonyme De Tourisme En Belgique A 100 Ans. 
4299,40,Jeux consoles neuf,10,Livres occasion,0.19192508166398622,low_confidence,Guerilla Jagged Alliance 2 
4300,1281,Jeux enfant,1140,Objets pop culture,0.39218674525017405,low_confidence,Third Collection Of Chinese Characters Saying Carta Round (Japan Import) 
4315,2462,Console et Jeux vidéos occasion,2403,Lots livres et magazines,0.9629358465714974,high_confidence,Lot Bande Dessinée / 8 Exemplaires - Emballé 
4326,2585,Outillage de jardin,1302,Jeux et accessoires de plein air,0.8735901815686665,high_confidence,Lampe Frontale Torche A LED 3000 Lumens <br /> <br /> Il s'agit d'une nouvelle 3000 Lumen XM-L XML T6 3 x LEDs ce qui est parfaitement adapté pour la randonnée le camping la chasse la conduite de nuit...
4332,40,Jeux consoles neuf,1140,Objets pop culture,0.24745038590468169,low_confidence,Htc One M9 Verre Trempã© 0.33mm 2.5d 
4334,1320,Puériculture,40,Jeux consoles neuf,0.45300403981417015,low_confidence,Rotho Waschtücher 3er Pack Modernblue Rotho Waschtücher 3er Pack Modernblue
4336,1140,Objets pop culture,10,Livres occasion,0.44814967460178856,low_confidence,Keep Calm - Porte-Cles Metal - Glitter Pink 
4342,1560,Mobilier,2522,Fournitures papeterie,0.9725746836267364,high_confidence,Oxford 400077100 - Pack De 5 Europeanbook-1 Spirale Couverture Extra Rigide A4/210 X 297 Mm Couleur Rose Chewing Gum Bloc à spirales simples à coordonner avec le couvercle et le quadrillage de les feu...
4354,2462,Console et Jeux vidéos occasion,10,Livres occasion,0.17579101307219303,low_confidence,Cdi 450 Tutorial Disc 
4364,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.8031669054739048,high_confidence,Bricolons Juin 1952 N°58 
4365,1560,Mobilier,2060,Décoration,0.9239245076331747,high_confidence,3pcs Motif Saint Valentin Antiderapant Abattant Couverture Tapis De Bain Set Décor Germenly 3PCS Motif Saint Valentin Antiderapant Abattant Couverture Tapis de bain Set avec son décor: 100% qualité de...
4367,10,Livres occasion,2280,Journaux et revues occasion,0.3777515438505261,low_confidence,Le Cordon Bleu Du Frigo 
4368,1140,Objets pop culture,1280,Jouets enfant,0.5470494789978642,high_confidence,"Figurine Géante Carton Anna ""© Reine Des Neiges"" Et Elsa 162 Cm "
4371,2220,Animalerie,2403,Lots livres et magazines,0.3516354457526727,low_confidence,Friandises Menthe 50 G - Lot De 5 Friandises menthe 50 g
4373,1920,Linge de maison,2582,Mobilier et accessoires de jardin,0.6273742109725533,high_confidence,81.5 * 225cm Jardin Patio Heater Cover Imperméable À L'eau Protecteur Couv-Dbt Caractéristiques: <br />Protection contre la neige et le gel en hiver protection solaire en été.Il peut également être ét...
4377,10,Livres occasion,1280,Jouets enfant,0.4830392864540788,low_confidence,What Child Is This / Choral Score Ch?ur Mixte / SATTBB - William Hall gives you exactly what you expect the standard harmonies the classic Greensleeves tune with a lute-like guitar accompaniment and a...
4381,1920,Linge de maison,2060,Décoration,0.9563724199593437,high_confidence,Vogue Comfy Absorbent Douche De Femmes Microfibre Spa Enveloppement Bain Serviette Vogue Comfy Absorbant Microfibre femmes de douche Spa Enveloppement Serviette de bain Description: Bow-noeud Bain de ...
4392,2220,Animalerie,2582,Mobilier et accessoires de jardin,0.44306192354531626,low_confidence,Poulailler En Bois Sans Enclos Chicken Home Xxxl - Oogarden Chicken Home XXXL est un poulailler sans enclos qui permet d&#39;abriter 10 à 12 poules selon leur taille. Il protège vos poules des intempé...
4396,1280,Jouets enfant,2280,Journaux et revues occasion,0.29297846983858267,low_confidence,Hawker Sea Fury Fb.11 
4397,1560,Mobilier,2060,Décoration,0.2097971766714823,low_confidence,Escam Wnk803 8ch 720p Sans Fil Aotetek Kit Caméra Extérieure Ip Wifi Ir Surveillanc 11b gn GeneralSpecification Anti-thunderLevel StandardIEC61000-4-5 de travaille humidité -10 ? à 50 ? 30% to80% HR H...
4399,1140,Objets pop culture,1280,Jouets enfant,0.33811407511015396,low_confidence,Statue Insection Transformers Bomb Shell Hard Hero Insection Transformers Bomb Shell- Année : 2003- Licence : HASBRO- Editeur : Hard Hero- Serie : Transformers- Sculpteur : Jason Ray- Tirage : 1000- T...
4401,2582,Mobilier et accessoires de jardin,1560,Mobilier,0.3906130758880281,low_confidence,50pc Laser Cut Hollow Out Candy Box Gnhpp337 50pcLaser Cut Hollow Out Candy Box DescriptionMaterial:Pearlescent paperColor:GreenQuantity:50 Size:5*5cm(About 5 candies)Color: Light GreenPlease note the...
4407,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.9697689737155123,high_confidence,Placid Et Muzo 12 
